MORPH_ID,BoreName,ReportLabel,BoreReport,HydroID,HydroCode,StateBoreID,StatePipeID,StateTerritory,Agency,WCode,BoreDepth,DrilledDepth,Status,Completed,DrilledDate,Latitude,Longitude,Easting,Northing,Projection,ProjectionZone,CoordMethod,HeightDatum,GALandElev,GALandElevMethod,RefElev,RefElevDesc,RefElevMethod,basement_MD,min_basement_MD,basementGeol,basementRockType,basementAgeTo,surfaceGeol,surfaceRepAge,surfaceLith,FTypeClass,ConstructionLog,LithLog,HydrostratLog,HydroChem,waterLevel,GAHydroChem,Yield_Ls-1,TDS_mgL-1,Community,AddedBy,Comment,Source,QAQCd_By,QAQC_date,geometry
3001034591,MDRC0093,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=275577,30160325.0,474500367,474500367,,SA,4.0,9.0,96.0,96.0,UNK,,2010-10-01,-26.007597,129.199967,520010.9703,7123459.53,1.0,52.0,GPS,AHD,693.0,DEM,693.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Monitoring,1.0,0.0,0.0,0.0,1.0,0.0,,,Wingellina,Neil Symington,,NGIS,Neil Symington,2021-10-25T00:00:00,POINT (-276936.0560999997 -2818552.2612)
3001059041,DD07MTM001,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=237057,30044800.0,474400025,474400025,,SA,4.0,9.0,361.28,361.28,UNK,,2007-11-16,-26.617575,129.201017,520010.9875,7055904.972,1.0,52.0,GPS,AHD,523.0,DEM,523.0,NGS,DEM,,,,,,calcrete 38497,Cenozoic,regolith,Unknown,0.0,0.0,1.0,0.0,0.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-275333.6359999999 -2886940.907400001)
3001134591,MDRC0093,,,,MDRC0093,MDRC0093,,SA,,,,96.0,UNK,,2010-07-30,-26.007596990877502,129.1999673518486,520011.004,7123459.53,1.0,52.0,GPS,AHD,693.0,DEM,693.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276936.0519638089 -2818552.21517839)
3001136541,MDRC0001,,,,MDRC0001,MDRC0001,,SA,,,,89.0,UNK,,2010-06-28,-26.00583237528076,129.19997348678226,520011.917,7123654.95,1.0,52.0,GPS,AHD,691.0,DEM,691.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276939.7816119288 -2818354.381716103)
3001834211,MDRC0004,,,,MDRC0004,MDRC0004,,SA,,,,72.0,UNK,,2010-06-30,-26.007937676205973,129.20003962770036,520018.179,7123421.79,1.0,52.0,GPS,AHD,697.0,DEM,697.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276928.0675230161 -2818590.250659885)
3002037801,CHRC0021,,,,CHRC0021,CHRC0021,,SA,,,,12.0,UNK,,,-26.00470308719553,129.20005234456013,520020.0,7123780.0,1.0,52.0,GPS,AHD,691.0,DEM,691.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276934.7583483689 -2818227.613356587)
3002038301,CHRC0020,,,,CHRC0020,CHRC0020,,SA,,,,18.0,UNK,,,-26.004251597195154,129.2000515797033,520020.0,7123830.0,1.0,52.0,GPS,AHD,693.0,DEM,693.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276935.9434344399 -2818177.001317962)
3002038801,CHRC0019,,,,CHRC0019,CHRC0019,,SA,,,,12.0,UNK,,,-26.003800107166583,129.2000508148647,520020.0,7123880.0,1.0,52.0,GPS,AHD,694.0,DEM,694.0,NGS,DEM,,,,,,Giles Complex,Mesoproterozoic,igneous mafic intrusive; igneous ultramafic intrusive,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276937.128519115 -2818126.38928856)
3002039301,CHRC0018,,,,CHRC0018,CHRC0018,,SA,,,,10.0,UNK,,,-26.003348617109786,129.2000500500443,520020.0,7123930.0,1.0,52.0,GPS,AHD,696.0,DEM,696.0,NGS,DEM,,,,,,Giles Complex,Mesoproterozoic,igneous mafic intrusive; igneous ultramafic intrusive,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276938.3136023913 -2818075.777268405)
3005872281,KANPI 98A,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=174450,30081883.0,494500043,494500043,,SA,4.0,9.0,38.0,38.0,UNK,,1998-11-29,-26.150093,130.101097,610058.9853,7107228.016,1.0,52.0,GPS,AHD,689.0,DEM,689.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Water Supply,1.0,1.0,1.0,0.0,1.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-187580.8313000016 -2832890.158199999)
3007828981,PUTA PUTA 2,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=239,30145441.0,474500079,474500079,,SA,4.0,9.0,16.5,16.5,UNK,,1978-09-27,-26.192841,129.401134,540078.9902,7102898.028,1.0,52.0,GPS,AHD,656.0,DEM,656.0,NGS,DEM,9.0,,,,,colluvium 38491,Quaternary,regolith,Water Supply,1.0,1.0,1.0,0.0,1.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-256620.0639999993 -2838900.0814)
3007857021,ANGATJA 94A,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=149690,30017678.0,494500024,494500024,,SA,4.0,9.0,,36.0,ABN,,1994-11-22,-26.071916,130.300495,630078.066,7115702.997,1.0,52.0,UNK,AHD,715.0,DEM,715.0,NGS,DEM,15.0,,,,,Pitjantjatjara Supersuite,Mesoproterozoic,igneous felsic intrusive,Water Supply,0.0,1.0,1.0,0.0,0.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-168001.4365000017 -2823847.0167)
3014576801,MDRC0110,,,,MDRC0110,MDRC0110,,SA,,,,40.0,UNK,,2014-12-08,-26.15007965379832,129.20155019234917,520145.0,7107680.0,1.0,52.0,GPS,AHD,679.0,DEM,679.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276429.5771413336 -2834522.250659215)
3015332941,,,,30194027.0,474500001,474500001,,SA,4.0,9.0,12.8,12.8,ABN,,1956-12-05,-26.09952,129.001537,500153.6889,7113294.875,1.0,52.0,UNK,AHD,666.0,DEM,666.0,NGS,DEM,,,,,,alluvium 38485,Quaternary,regolith,Stock and Domestic,0.0,1.0,1.0,0.0,0.0,0.0,,,Wingellina,Neil Symington,,NGIS,,,POINT (-296316.3366999999 -2829302.4067)
3017574601,MDRC0107,,,,MDRC0107,MDRC0107,,SA,,,,40.0,UNK,,2014-12-07,-26.152065748940405,129.20185375777277,520175.0,7107460.0,1.0,52.0,GPS,AHD,678.0,DEM,678.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276394.7182114591 -2834744.259574589)
3018337651,CD 75,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=165461,30028762.0,474500105,474500105,,SA,4.0,9.0,22.86,22.86,UNK,,1958-09-25,-26.185422,129.201999,520183.7748,7103765.884,1.0,52.0,MAP,AHD,705.0,DEM,705.0,NGS,DEM,0.0,,,,,Giles Complex,Mesoproterozoic,igneous mafic intrusive; igneous ultramafic intrusive,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-276298.4576000012 -2838483.613500001)
3019132461,CHRC0160,,,,CHRC0160,CHRC0160,,SA,,,,16.0,UNK,,2008-10-01,-26.009513673163518,129.2017775934358,520191.83,7123246.99,1.0,52.0,GPS,AHD,695.0,DEM,695.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276752.3324422503 -2818763.160090458)
3019735501,CHRC0166,,,,CHRC0166,CHRC0166,,SA,,,,90.0,UNK,,2008-10-02,-26.00677377064707,129.20183186846288,520197.73,7123550.41,1.0,52.0,GPS,AHD,689.0,DEM,689.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276753.6938505631 -2818455.888620843)
3019735991,CHRC0167,,,,CHRC0167,CHRC0167,,SA,,,,90.0,UNK,,2008-10-03,-26.006326254354363,129.20183080374153,520197.7,7123599.97,1.0,52.0,GPS,AHD,688.0,DEM,688.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276754.8981266659 -2818405.72262625)
3019737001,CHRC0169,,,,CHRC0169,CHRC0169,,SA,,,,84.0,UNK,,2008-10-04,-26.005420743494135,129.20183125454207,520197.9,7123700.25,1.0,52.0,GPS,AHD,692.0,DEM,692.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276757.0772505472 -2818304.210429829)
3019833471,CHRC0162,,,,CHRC0162,CHRC0162,,SA,,,,30.0,UNK,,2008-10-01,-26.00860518906729,129.20183829676003,520198.06,7123347.59,1.0,52.0,GPS,AHD,693.0,DEM,693.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276748.5606702954 -2818661.183885538)
3019836481,CHRC0168,,,,CHRC0168,CHRC0168,,SA,,,,96.0,UNK,,2008-10-03,-26.00589019681086,129.20183625388074,520198.32,7123648.26,1.0,52.0,GPS,AHD,691.0,DEM,691.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276755.430007228 -2818356.827100278)
3019837461,CHRC0170,,,,CHRC0170,CHRC0170,,SA,,,,90.0,UNK,,2008-10-04,-26.005000936465024,129.20183893081511,520198.74,7123746.74,1.0,52.0,GPS,AHD,690.0,DEM,690.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276757.3490743447 -2818257.131849072)
3019931961,CHRC0159,,,,CHRC0159,CHRC0159,,SA,,,,12.0,UNK,,2008-10-01,-26.00996532377063,129.20185711053406,520199.71,7123196.96,1.0,52.0,GPS,AHD,694.0,DEM,694.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276743.3600969668 -2818813.619699574)
3019932981,CHRC0161,,,,CHRC0161,CHRC0161,,SA,,,,18.0,UNK,,2008-10-01,-26.009044015832213,129.20185423625722,520199.58,7123298.99,1.0,52.0,GPS,AHD,694.0,DEM,694.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276745.9068076757 -2818710.343589417)
3019933991,CHRC0163,,,,CHRC0163,CHRC0163,,SA,,,,60.0,UNK,,2008-10-01,-26.008133455323954,129.20184988151763,520199.3,7123399.83,1.0,52.0,GPS,AHD,693.0,DEM,693.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276748.5735295611 -2818608.275567338)
3019934501,CHRC0164,,,,CHRC0164,CHRC0164,,SA,,,,60.0,UNK,,2008-10-01,-26.00767600885227,129.20184700098937,520199.09,7123450.49,1.0,52.0,GPS,AHD,692.0,DEM,692.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276749.9817467807 -2818557.000256987)
3019934981,CHRC0165,,,,CHRC0165,CHRC0165,,SA,,,,108.0,UNK,,2008-10-02,-26.007243745298524,129.2018514582995,520199.61,7123498.36,1.0,52.0,GPS,AHD,690.0,DEM,690.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276750.6024913375 -2818508.53216703)
3019937981,CHRC0171,,,,CHRC0171,CHRC0171,,SA,,,,30.0,UNK,,2008-10-06,-26.00453706329542,129.20184703135243,520199.63,7123798.11,1.0,52.0,GPS,AHD,690.0,DEM,690.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276757.6871506584 -2818205.112381041)
3020060001,CHRC0011,,,,CHRC0011,CHRC0011,,SA,,,,24.0,UNK,,,-26.07509337569559,129.0019997209377,500200.0,7116000.0,1.0,52.0,GPS,AHD,666.0,DEM,666.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-296334.8892300038 -2826562.994609226)
3020061001,CHRC0010,,,,CHRC0010,CHRC0010,,SA,,,,30.0,UNK,,,-26.07419039893779,129.00199970559922,500200.0,7116100.0,1.0,52.0,GPS,AHD,663.0,DEM,663.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-296337.2666468476 -2826461.767389224)
3020062001,CHRC0009,,,,CHRC0009,CHRC0009,,SA,,,,36.0,UNK,,,-26.073287422067004,129.00199969026144,500200.0,7116200.0,1.0,52.0,GPS,AHD,660.0,DEM,660.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-296339.64406282 -2826360.540204388)
3020063001,CHRC0008,,,,CHRC0008,CHRC0008,,SA,,,,36.0,UNK,,,-26.07238444508323,129.0019996749244,500200.0,7116300.0,1.0,52.0,GPS,AHD,657.0,DEM,657.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-296342.021477918 -2826259.31305473)
3020064001,CHRC0007,,,,CHRC0007,CHRC0007,,SA,,,,26.0,UNK,,,-26.07148146798649,129.00199965958808,500200.0,7116400.0,1.0,52.0,GPS,AHD,656.0,DEM,656.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-296344.3988921407 -2826158.085940292)
3022775191,MDRC0108,,,,MDRC0108,MDRC0108,,SA,,,,40.0,UNK,,2014-12-08,-26.151532271654972,129.20237310364936,520227.0,7107519.0,1.0,52.0,GPS,AHD,677.0,DEM,677.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276344.7365016339 -2834683.32669589)
3023371321,KUNYTJANU ROADS WEST 2,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=155,30076456.0,474400003,474400003,,SA,4.0,9.0,47.0,47.0,UNK,,1978-01-31,-26.696352,129.40443,540233.0149,7047132.052,1.0,52.0,GPS,AHD,540.932861328125,DEM,540.932861328125,NGS,DEM,,,,,,calcrete 38497,Cenozoic,regolith,Water Supply,1.0,1.0,1.0,0.0,1.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-255147.4338000007 -2895352.5581)
3024771181,KUNYTJANU ROADS EAST 97A,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=164454,30160486.0,474400010,474400010,,SA,4.0,9.0,54.0,54.0,UNK,,1997-01-21,-26.696478,129.404581,540247.9924,7047118.049,1.0,52.0,GPS,AHD,540.932861328125,DEM,540.932861328125,NGS,DEM,,,,,,calcrete 38497,Cenozoic,regolith,Water Supply,1.0,1.0,1.0,0.0,1.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-255132.3053000011 -2895366.386399999)
3025654641,PILTARDI,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=332,30024888.0,494500002,494500002,,SA,4.0,9.0,15.65,15.65,DRY,,1966-05-06,-26.164323,130.303307,630256.8462,7105464.896,1.0,52.0,UNK,AHD,667.0,DEM,667.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-167585.8541000001 -2834204.614499999)
3028675991,MDRC0109,,,,MDRC0109,MDRC0109,,SA,,,,40.0,UNK,,2014-12-08,-26.150809071900614,129.20296215179087,520286.0,7107599.0,1.0,52.0,GPS,AHD,677.0,DEM,677.0,NGS,DEM,,,,,,colluvium 38491,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276288.336055921 -2834600.97306273)
3033338951,WD 17,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=165476,30025960.0,474500116,474500116,,SA,4.0,9.0,6.71,6.71,UNK,,1957-04-11,-26.184246,129.203498,520333.7596,7103895.889,1.0,52.0,MAP,AHD,735.0,DEM,735.0,NGS,DEM,0.0,,,,,Giles Complex,Mesoproterozoic,igneous mafic intrusive; igneous ultramafic intrusive,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-276153.3436999992 -2838348.5261)
3035037701,CHRC0030,,,,CHRC0030,CHRC0030,,SA,,,,70.0,UNK,,,-26.004788785844465,129.20335004974044,520350.0,7123770.0,1.0,52.0,GPS,AHD,691.0,DEM,691.0,NGS,DEM,,,,,,dunes 38496,Quaternary,regolith,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276608.4336190463 -2818230.076308649)
3037031051,CHRC0086,,https://www.waterconnect.sa.gov.au/Systems/GD/Pages/Details.aspx?DHNO=248378,30035844.0,474500204,474500204,,SA,4.0,9.0,150.0,150.0,UNK,,2008-07-08,-26.010792,129.203568,520370.777,7123105.146,1.0,52.0,GPS,AHD,694.0,DEM,694.0,NGS,DEM,6.0,,,,,felsic granulite 73059,Mesoproterozoic,high grade metamorphic rock,Unknown,0.0,1.0,1.0,0.0,0.0,0.0,,,Regional,Neil Symington,,NGIS,,,POINT (-276572.1462999992 -2818902.622199999)
3037031052,CHRC0086,,,,CHRC0086,CHRC0086,,SA,,,,150.0,UNK,,2008-08-07,-26.010792313382733,129.2035680465056,520370.78,7123105.11,1.0,52.0,GPS,AHD,694.0,DEM,694.0,NGS,DEM,,,,,,felsic granulite 73059,Mesoproterozoic,high grade metamorphic rock,Exploration,0.0,1.0,0.0,0.0,0.0,0.0,,,Regional,Martin Smith,,Exploration log and collars from state open file mineral exploration data,,,POINT (-276572.1416461351 -2818902.62356159)
